sensor_id,timestamp,location,temperature,humidity,pressure,battery_pct,alert_flag
SENS037729,2023-03-15 16:23:01,Zone-C,30.72,55.84,983.42,40.9,0
SENS037730,2024-10-10 07:22:36,Zone-B,19.92,38.42,973.94,29.66,0
SENS037731,2024-09-05 07:39:12,Zone-B,46.33,12.99,1043.51,81.96,0
SENS037732,2024-03-26 09:22:55,Zone-A,5.99,91.29,1008.06,70.41,1
SENS037733,2023-07-22 07:13:41,Zone-C,19.61,88.09,1038.58,70.44,0
SENS037734,2023-06-18 03:21:24,Field-South,56.02,50.94,960.13,75.03,0
SENS037735,2023-07-20 16:37:02,Zone-D,11.19,55.63,975.72,56.34,0
SENS037736,2024-09-02 00:05:12,Warehouse-2,37.03,49.77,992.56,29.76,0
SENS037737,2023-11-19 00:02:51,Zone-A,-11.4,31.34,1046.3,32.68,1
SENS037738,2024-09-16 18:08:22,Zone-E,56.26,14.34,964.95,85.45,0
SENS037739,2024-07-30 02:38:45,Remote-01,-6.49,18.52,1004.88,93.2,0
SENS037740,2024-11-03 23:07:59,Zone-C,53.13,46.01,996.88,99.66,0
SENS037741,2023-05-10 16:56:17,Zone-D,8.38,26.05,994.42,8.81,1
SENS037742,2023-10-24 03:58:17,Field-South,70.85,53.7,996.04,95.41,0
SENS037743,2024-09-16 01:32:13,Zone-B,67.74,86.15,1022.83,12.17,0
SENS037744,2024-09-22 19:39:55,Remote-01,7.18,90.42,993.01,,1
SENS037745,2023-03-15 19:24:44,Field-South,71.53,78.18,1029.27,93.84,0
SENS037746,2023-11-17 22:07:16,Field-North,79.24,20.11,971.13,97.52,0
SENS037747,2024-12-03 02:40:37,Zone-D,47.14,17.29,1011.81,18.39,0
SENS037748,2023-06-22 10:42:28,Field-South,14.36,11.94,954.74,,0
SENS037749,2024-11-03 02:18:16,Field-South,22.12,18.49,1015.83,82.96,0
SENS037750,2023-08-23 22:21:48,Field-North,76.67,82.09,1046.51,79.1,0
SENS037751,2024-11-01 01:47:19,Warehouse-1,25.89,38.01,973.95,26.72,0
SENS037752,2023-06-06 03:58:47,Zone-B,38.76,48.1,981.34,,0
SENS037753,2024-12-30 02:08:20,Zone-C,32.76,85.45,1010.91,14.06,0
SENS037754,2024-05-08 14:49:33,Warehouse-1,53.41,61.84,972.4,39.19,0
SENS037755,2024-07-20 11:06:57,Zone-D,-14.04,15.05,1026.39,14.99,1
SENS037756,2023-01-13 04:27:58,Field-North,22.61,69.56,1022.41,74.8,0
SENS037757,2024-08-19 23:53:55,Zone-A,9.36,17.31,1018.4,32.7,0
SENS037758,2024-11-24 09:08:32,Zone-D,32.17,45.03,1001.77,23.45,0
SENS037759,2023-01-05 20:04:26,Zone-D,50.57,10.28,1009.64,79.21,0
SENS037760,2023-08-19 17:39:16,Field-South,41.66,70.67,1049.4,13.3,0
SENS037761,2024-05-25 03:51:35,Zone-A,-19.85,69.87,1008.01,7.03,1
SENS037762,2024-07-10 21:24:18,Zone-B,54.59,16.51,957.55,8.71,1
SENS037763,2024-06-06 11:44:02,Zone-D,78.13,70.88,1008.96,,0
SENS037764,2023-10-16 11:13:30,Zone-D,45.82,30.24,962.63,71.41,0
SENS037765,2024-07-08 20:56:00,Zone-C,30.12,79.16,960.8,12.21,0
SENS037766,2024-01-21 20:53:27,Warehouse-1,14.09,60.24,1011.51,40.12,0
SENS037767,2023-03-15 22:28:17,Zone-A,50.26,39.46,1037.25,36.08,0
SENS037768,2024-03-24 06:39:02,Field-North,-5.77,61.48,1040.4,37.3,0
SENS037769,2024-07-24 06:55:00,Warehouse-1,15.0,88.05,1036.09,35.73,0
SENS037770,2023-05-20 17:41:17,Zone-E,37.39,52.48,1040.02,68.99,0
SENS037771,2023-08-18 04:34:47,Zone-E,54.91,67.41,982.4,68.85,0
SENS037772,2024-05-01 14:28:30,Field-South,66.19,53.22,990.19,85.12,0
SENS037773,2023-06-20 02:38:03,Field-South,19.78,40.51,957.51,95.95,0
SENS037774,2023-04-13 23:10:23,Zone-E,77.68,67.52,1017.33,95.35,0
SENS037775,2023-10-01 22:51:19,Field-North,35.33,12.04,997.45,61.08,0
SENS037776,2023-08-27 20:19:38,Zone-C,44.96,25.97,1005.44,32.34,0
SENS037777,2023-06-03 03:32:17,Remote-01,1.01,73.73,953.19,27.66,0
SENS037778,2024-12-16 20:01:52,Warehouse-2,26.36,73.09,959.89,58.47,0
SENS037779,2023-04-28 21:01:34,Field-South,33.91,27.36,994.36,35.47,0
SENS037780,2023-06-02 00:25:32,Remote-01,29.07,79.94,1028.31,48.15,0
SENS037781,2024-11-23 07:32:13,Field-South,55.57,32.25,1008.4,15.3,0
SENS037782,2024-07-08 03:12:42,Zone-E,37.42,72.06,969.47,31.57,0
SENS037783,2024-12-30 16:18:45,Zone-D,26.3,20.48,954.52,41.36,0
SENS037784,2023-05-09 02:17:29,Zone-C,55.36,26.35,1030.88,83.13,0
SENS037785,2024-06-20 11:33:33,Field-South,-1.28,87.89,1008.98,46.24,0
SENS037786,2023-07-18 13:35:34,Zone-C,54.08,67.97,1018.87,46.31,0
SENS037787,2023-02-04 20:13:43,Warehouse-2,25.68,40.26,985.48,55.22,0
SENS037788,2023-02-16 06:33:34,Warehouse-2,57.7,25.33,975.53,74.6,0
SENS037789,2024-09-01 05:22:01,Zone-E,36.31,55.65,1046.05,79.61,0
SENS037790,2023-03-21 01:26:04,Zone-E,62.62,66.15,1000.27,55.54,0
SENS037791,2023-06-12 00:26:35,Zone-B,10.71,59.28,1042.66,31.54,0
SENS037792,2024-12-26 23:22:43,Zone-A,78.56,12.9,1021.02,76.47,0
SENS037793,2024-12-15 22:56:05,Warehouse-2,7.25,87.18,1046.41,80.89,0
SENS037794,2023-07-21 05:24:48,Zone-E,35.86,72.56,984.93,34.4,0
SENS037795,2024-05-02 22:01:01,Remote-01,26.18,70.46,1035.47,77.07,0
SENS037796,2023-05-18 08:14:37,Zone-E,45.44,35.42,976.5,23.73,0
SENS037797,2024-07-18 09:16:03,Zone-B,21.19,90.84,990.06,76.76,1
SENS037798,2023-05-17 23:55:47,Zone-A,112.27,21.53,950.77,8.0,1
SENS037799,2024-03-15 20:27:47,Warehouse-1,63.88,56.31,1028.05,82.64,0
SENS037800,2024-12-14 10:22:25,Zone-A,66.17,82.95,1006.48,96.6,0
SENS037801,2024-07-05 18:03:20,Zone-A,25.93,42.92,954.0,19.48,0
SENS037802,2024-06-06 15:52:47,Field-North,59.94,45.93,1013.19,63.36,0
SENS037803,2023-03-27 02:02:36,Warehouse-2,61.79,41.13,974.48,24.96,0
SENS037804,2024-08-03 01:55:46,Zone-B,-17.65,26.97,992.56,28.6,1
SENS037805,2024-05-30 02:10:09,Field-North,31.63,24.62,958.76,59.74,0
SENS037806,2024-11-13 04:02:28,Zone-B,68.2,56.89,1013.72,94.85,0
SENS037807,2023-10-27 18:10:46,Zone-C,21.83,93.53,1000.73,12.99,1
SENS037808,2023-10-05 05:54:21,Warehouse-2,68.94,17.61,958.09,91.68,0
SENS037809,2023-06-02 21:58:48,Warehouse-2,70.27,43.4,962.26,66.28,0
SENS037810,2023-08-09 04:53:34,Zone-A,14.79,38.29,1020.26,17.14,0
SENS037811,2024-11-23 12:42:59,Zone-E,68.49,19.87,982.67,61.98,0
SENS037812,2023-08-27 03:31:15,Remote-01,79.12,36.76,998.09,64.46,0
SENS037813,2024-04-04 07:19:17,Zone-E,-1.07,60.56,1012.56,79.97,0
SENS037814,2023-12-07 20:06:39,Field-South,-18.95,70.59,1047.69,95.25,1
SENS037815,2024-03-31 22:19:26,Field-North,-5.72,83.42,1026.48,13.62,0
SENS037816,2023-01-27 08:44:41,Zone-E,29.28,76.02,997.47,96.45,0
SENS037817,2024-02-22 19:33:41,Warehouse-2,17.04,27.08,990.71,32.57,0
SENS037818,2023-02-11 20:30:12,Field-South,-13.9,80.59,977.88,90.65,1
SENS037819,2024-06-13 16:57:58,Remote-01,103.89,30.05,1032.45,40.64,1
SENS037820,2024-01-18 03:56:03,Zone-A,42.56,85.83,954.52,12.56,0
SENS037821,2024-02-26 19:10:27,Zone-B,37.37,30.75,1041.25,20.35,0
SENS037822,2023-11-20 15:26:41,Zone-B,19.61,73.27,961.95,88.61,0
SENS037823,2024-05-14 02:29:40,Zone-B,59.09,72.75,1006.41,30.38,0
SENS037824,2024-08-23 03:27:50,Zone-E,16.51,19.07,1011.21,17.71,0
SENS037825,2024-11-26 00:18:23,Warehouse-1,62.07,93.52,1042.42,17.86,1
SENS037826,2023-10-14 23:29:50,Zone-E,76.09,52.13,1045.5,77.93,0
SENS037827,2023-12-26 04:52:15,Field-South,2.93,29.64,960.52,71.55,0
SENS037828,2023-07-03 11:06:01,Zone-A,28.91,87.64,986.21,26.43,0
SENS037829,2024-09-23 01:35:09,Zone-C,10.53,19.39,983.36,38.46,0
SENS037830,2024-02-19 09:10:50,Zone-D,79.18,87.37,1044.3,89.77,0
SENS037831,2023-10-22 18:44:37,Remote-01,-19.06,82.63,950.43,19.3,1
SENS037832,2023-09-18 19:12:52,Field-North,6.79,18.99,1007.46,95.96,0
SENS037833,2024-11-22 04:36:15,Zone-D,-9.31,37.31,971.02,67.11,0
SENS037834,2024-06-16 09:45:41,Zone-E,39.69,94.18,950.07,25.39,1
SENS037835,2024-12-26 20:53:34,Zone-C,2.79,45.88,958.6,46.6,0
SENS037836,2023-12-25 22:10:58,Remote-01,28.69,25.93,991.22,79.1,0
SENS037837,2024-03-28 09:39:12,Remote-01,66.35,77.68,974.31,79.4,0
SENS037838,2024-06-07 05:15:24,Zone-B,55.31,41.59,1041.85,64.86,0
SENS037839,2023-11-30 06:57:07,Zone-C,8.05,78.5,1017.68,43.37,0
SENS037840,2024-03-20 02:06:10,Zone-A,43.59,45.47,1041.7,31.6,0
SENS037841,2024-11-10 20:12:53,Field-North,-16.69,30.0,977.85,94.3,1
SENS037842,2024-08-25 01:40:53,Remote-01,-7.16,33.53,955.87,16.97,0
SENS037843,2024-07-13 03:42:52,Zone-C,-4.45,55.0,967.55,12.17,0
SENS037844,2023-10-30 13:38:11,Zone-A,16.09,87.26,991.49,48.48,0
SENS037845,2023-10-22 15:14:58,Field-South,4.44,45.82,975.58,34.75,0
SENS037846,2024-07-21 16:58:21,Field-North,28.88,67.33,1029.52,69.24,0
SENS037847,2024-05-06 14:20:03,Field-South,-0.48,18.69,1019.05,5.94,1
SENS037848,2023-09-05 02:07:26,Field-South,20.0,45.36,998.59,58.4,0
SENS037849,2023-07-20 01:29:00,Zone-E,29.51,44.29,999.46,18.38,0
SENS037850,2023-08-20 22:08:03,Zone-C,32.58,60.26,1049.85,,0
SENS037851,2023-09-22 03:42:29,Zone-A,53.59,75.75,1025.59,87.9,0
SENS037852,2024-02-20 02:59:06,Field-North,15.06,28.52,1009.81,76.93,0
SENS037853,2024-10-22 20:28:22,Zone-A,35.46,83.91,996.95,5.44,1
SENS037854,2023-07-10 01:40:20,Zone-A,53.72,64.46,986.26,78.32,0
SENS037855,2023-05-18 19:43:08,Zone-A,58.75,49.07,977.8,12.26,0
SENS037856,2023-11-08 06:57:40,Zone-C,9.1,13.5,1002.24,37.31,0
SENS037857,2024-12-31 14:33:29,Field-South,29.44,45.02,1007.23,78.26,0
SENS037858,2024-08-12 06:24:59,Remote-01,75.22,25.31,1040.32,58.67,0
SENS037859,2024-08-14 20:10:37,Warehouse-2,79.72,50.98,1049.68,46.61,0
SENS037860,2023-01-07 08:54:12,Remote-01,-14.88,66.27,956.77,85.86,1
SENS037861,2024-09-01 05:33:47,Warehouse-1,34.12,74.71,1004.71,10.06,0
SENS037862,2024-07-14 21:43:43,Warehouse-2,43.77,39.18,965.98,55.89,0
SENS037863,2023-01-23 00:37:08,Zone-A,16.48,91.76,1019.27,90.53,1
SENS037864,2023-11-05 02:10:07,Zone-B,13.77,42.87,981.07,85.81,0
SENS037865,2023-12-27 05:10:21,Remote-01,9.53,36.92,964.12,30.61,0
SENS037866,2023-07-22 01:43:39,Zone-C,-5.72,14.92,968.28,27.24,0
SENS037867,2023-03-27 23:09:39,Field-North,103.57,63.59,983.01,20.1,1
SENS037868,2024-10-19 14:47:02,Zone-D,91.84,83.62,992.66,95.01,1
SENS037869,2024-10-19 11:02:23,Zone-B,67.72,18.96,1004.59,16.74,0
SENS037870,2024-05-24 05:45:22,Zone-E,-7.97,48.3,1004.24,40.77,0
SENS037871,2023-10-20 01:09:28,Remote-01,44.93,31.83,1047.87,34.47,0
SENS037872,2023-09-17 17:30:04,Zone-A,36.6,23.06,1041.63,82.76,0
SENS037873,2023-06-02 20:45:01,Zone-B,-3.64,58.67,980.23,73.22,0
SENS037874,2024-04-30 05:52:19,Warehouse-1,33.71,78.88,976.02,35.48,0
SENS037875,2023-07-01 06:13:04,Warehouse-1,75.47,54.44,986.42,44.11,0
SENS037876,2023-02-19 18:55:02,Zone-B,46.2,77.83,970.41,74.59,0
SENS037877,2024-03-15 10:30:11,Zone-C,59.74,81.27,974.38,69.19,0
SENS037878,2023-03-07 19:54:56,Zone-D,8.74,39.71,951.07,30.94,0
SENS037879,2023-08-11 19:07:35,Remote-01,69.72,60.81,960.25,81.28,0
SENS037880,2024-01-13 23:43:06,Zone-A,-8.39,45.11,992.13,19.01,0
SENS037881,2023-01-10 22:40:44,Zone-E,1.24,80.91,1009.29,53.04,0
SENS037882,2023-11-06 13:22:46,Field-South,84.77,88.46,1035.81,37.89,1
SENS037883,2024-08-19 18:58:04,Zone-B,32.41,28.23,1031.2,97.37,0
SENS037884,2023-02-03 03:46:20,Field-South,71.28,76.55,971.24,53.48,0
SENS037885,2024-06-16 11:31:25,Zone-C,47.91,67.73,1013.84,30.32,0
SENS037886,2023-04-19 09:39:05,Zone-C,-2.79,48.6,980.32,76.72,0
SENS037887,2023-03-13 22:17:04,Field-South,68.54,62.41,1033.22,62.42,0
SENS037888,2023-09-14 20:11:00,Field-South,15.86,75.09,976.32,42.67,0
SENS037889,2024-05-05 01:58:30,Warehouse-2,-7.04,52.99,994.62,74.36,0
SENS037890,2023-02-25 00:26:45,Zone-D,-7.49,34.73,1048.38,86.47,0
SENS037891,2023-08-03 00:32:30,Zone-A,65.58,43.62,984.79,8.95,1
SENS037892,2024-10-06 18:55:08,Zone-B,14.34,55.93,1007.48,85.87,0
SENS037893,2024-05-28 03:11:09,Zone-E,77.88,84.21,968.88,37.02,0
SENS037894,2023-01-02 11:01:53,Zone-A,43.08,12.34,997.15,20.22,0
SENS037895,2024-09-18 02:24:21,Zone-A,65.45,67.21,966.41,89.68,0
SENS037896,2023-04-15 18:07:39,Zone-E,39.5,88.8,958.75,98.32,0
SENS037897,2024-09-11 11:25:07,Field-South,41.47,12.68,970.58,87.27,0
SENS037898,2024-09-15 08:02:38,Zone-C,30.84,74.82,988.55,65.94,0
SENS037899,2023-10-19 13:17:14,Zone-C,28.47,25.99,1001.82,65.79,0
SENS037900,2024-09-07 18:43:31,Warehouse-1,6.99,78.03,963.12,10.74,0
SENS037901,2024-07-13 10:42:09,Warehouse-2,36.68,39.24,988.78,56.16,0
SENS037902,2024-02-23 14:12:39,Zone-A,43.57,34.57,980.4,70.97,0
SENS037903,2024-12-26 18:09:42,Zone-E,19.26,73.46,1037.5,46.71,0
SENS037904,2024-07-07 08:55:04,Remote-01,34.98,23.55,957.64,61.58,0
SENS037905,2023-09-03 22:46:37,Warehouse-1,-18.54,57.48,986.48,48.35,1
SENS037906,2024-08-28 18:39:37,Field-South,22.29,87.2,1016.25,19.72,0
SENS037907,2023-05-14 11:45:00,Zone-C,12.88,61.21,1002.78,99.92,0
SENS037908,2023-09-28 01:59:26,Zone-C,39.07,61.08,971.08,16.79,0
SENS037909,2024-02-08 16:49:42,Zone-A,23.86,29.76,1013.4,5.89,1
SENS037910,2024-09-29 03:55:36,Field-North,-6.88,66.28,1009.48,39.19,0
SENS037911,2023-07-06 05:00:02,Warehouse-1,11.1,20.56,1023.58,38.74,0
SENS037912,2023-05-09 13:16:27,Warehouse-1,58.36,94.07,972.39,65.4,1
SENS037913,2023-07-01 03:32:34,Zone-E,2.44,85.32,989.24,59.07,0
SENS037914,2023-11-26 07:13:37,Remote-01,-4.42,74.53,1046.72,87.75,0
SENS037915,2023-01-20 13:00:48,Zone-A,96.54,82.47,972.62,57.01,1
SENS037916,2023-04-02 13:16:10,Field-North,14.01,27.39,991.36,94.63,0
SENS037917,2023-04-06 07:47:45,Remote-01,98.21,78.95,1028.06,99.62,1
SENS037918,2024-10-30 23:53:39,Zone-A,70.69,31.15,975.81,58.39,0
SENS037919,2023-07-20 20:13:27,Field-North,57.52,52.25,962.46,34.84,0
SENS037920,2024-02-29 19:58:22,Warehouse-1,-9.62,33.12,954.91,32.18,0
SENS037921,2023-11-30 22:20:49,Field-South,78.19,10.9,969.65,44.42,0
SENS037922,2023-03-31 02:18:10,Field-North,7.32,29.07,1004.45,12.54,0
SENS037923,2023-04-09 12:46:24,Zone-A,36.83,26.09,1025.12,14.9,0
SENS037924,2024-09-30 13:14:01,Warehouse-2,50.42,23.67,979.13,50.32,0
SENS037925,2024-04-25 21:32:41,Warehouse-1,66.42,24.17,1016.61,45.54,0
SENS037926,2024-12-31 05:28:30,Zone-D,74.88,43.7,991.78,84.07,0
SENS037927,2024-11-03 10:38:08,Warehouse-2,79.63,33.02,1022.61,20.46,0
SENS037928,2023-06-22 16:17:44,Warehouse-2,60.32,71.46,959.65,30.83,0
SENS037929,2023-05-27 19:02:46,Zone-C,36.91,54.16,1000.81,28.94,0
SENS037930,2023-12-14 18:52:51,Zone-A,52.66,57.57,953.18,87.15,0
SENS037931,2023-10-01 04:48:50,Zone-A,5.01,58.38,950.12,8.06,1
SENS037932,2023-08-06 01:08:43,Zone-A,69.63,53.55,954.1,88.99,0
SENS037933,2023-05-17 10:20:06,Field-North,42.91,56.85,977.45,19.06,0
SENS037934,2023-04-25 09:51:18,Field-South,10.8,52.02,976.07,69.41,0
SENS037935,2023-07-26 19:29:10,Remote-01,33.1,31.36,1013.67,28.25,0
SENS037936,2024-09-26 03:53:37,Zone-B,21.49,80.73,1015.91,75.61,0
SENS037937,2024-11-14 08:20:16,Remote-01,71.7,13.67,1015.81,36.69,0
SENS037938,2023-08-13 10:10:27,Zone-D,46.22,40.24,974.29,53.34,0
SENS037939,2023-10-04 22:24:39,Remote-01,52.6,25.72,960.6,37.53,0
SENS037940,2024-01-28 02:20:04,Warehouse-1,19.53,34.97,968.07,59.07,0
SENS037941,2023-02-21 16:36:18,Zone-D,4.46,19.04,992.93,8.17,1
SENS037942,2024-12-17 06:04:44,Warehouse-2,39.71,50.74,951.08,83.64,0
SENS037943,2024-12-21 01:48:43,Zone-E,38.42,14.51,1003.88,73.59,0
SENS037944,2024-12-04 08:30:54,Zone-E,61.87,68.66,1042.18,18.9,0
SENS037945,2024-11-29 22:41:20,Remote-01,36.09,36.52,1014.32,42.78,0
SENS037946,2024-11-14 11:03:06,Zone-D,10.89,68.77,992.24,94.99,0
SENS037947,2024-06-20 21:06:48,Warehouse-1,15.1,48.99,966.88,39.46,0
SENS037948,2024-06-22 01:39:33,Zone-E,8.38,29.37,957.66,30.5,0
SENS037949,2023-12-16 08:05:58,Field-South,32.45,45.72,991.65,29.71,0
SENS037950,2024-05-19 12:42:34,Zone-D,5.77,29.66,991.98,31.74,0
SENS037951,2024-02-25 21:32:52,Zone-B,31.04,90.37,972.75,19.21,1
SENS037952,2024-09-17 02:05:10,Remote-01,84.84,58.42,960.27,23.71,1
SENS037953,2023-07-14 16:15:14,Field-South,77.25,72.88,1035.43,93.55,0
SENS037954,2023-07-09 09:26:21,Zone-C,32.51,75.67,960.71,85.89,0
SENS037955,2023-02-27 18:40:58,Field-South,46.8,40.89,987.35,69.98,0
SENS037956,2024-04-29 02:24:40,Zone-C,9.61,19.85,983.21,31.66,0
SENS037957,2023-09-11 00:52:02,Field-North,48.2,43.86,954.55,51.21,0
SENS037958,2024-03-17 07:49:55,Zone-A,54.37,49.43,964.64,25.18,0
SENS037959,2024-05-22 05:19:59,Zone-C,61.37,77.76,1041.14,65.3,0
SENS037960,2024-05-27 08:38:47,Field-South,24.29,45.66,1015.55,42.08,0
SENS037961,2023-10-30 14:14:49,Remote-01,24.47,73.02,1032.32,,0
SENS037962,2024-05-22 03:40:02,Remote-01,-4.6,93.85,983.47,85.68,1
SENS037963,2024-04-24 00:39:51,Zone-A,66.94,12.25,1016.76,21.84,0
SENS037964,2024-11-13 09:30:18,Zone-D,69.94,28.67,950.05,53.28,0
SENS037965,2023-11-22 17:46:46,Warehouse-1,22.44,56.95,1026.2,8.02,1
SENS037966,2024-06-17 18:36:43,Warehouse-1,49.8,14.57,1039.13,92.49,0
SENS037967,2023-05-20 02:20:48,Warehouse-1,61.18,42.88,975.72,32.27,0
SENS037968,2024-11-29 09:53:27,Field-South,46.48,81.35,953.33,5.64,1
SENS037969,2023-06-18 15:04:52,Zone-A,40.03,57.85,953.24,15.58,0
SENS037970,2024-05-03 01:01:13,Zone-B,78.02,45.91,951.11,55.28,0
SENS037971,2023-01-15 20:19:48,Zone-B,61.43,66.88,1000.73,35.41,0
SENS037972,2023-06-10 18:19:58,Field-South,15.18,69.79,987.52,51.99,0
SENS037973,2024-10-30 04:14:31,Warehouse-2,16.07,34.86,979.95,14.78,0
SENS037974,2023-10-19 16:36:36,Zone-E,-3.87,86.65,980.11,95.13,0
SENS037975,2023-12-06 13:54:10,Remote-01,6.1,74.54,976.48,78.24,0
SENS037976,2023-07-23 14:06:37,Warehouse-1,78.35,62.81,956.8,88.78,0
SENS037977,2023-01-18 20:09:32,Remote-01,-9.43,41.0,960.96,50.19,0
SENS037978,2023-10-26 09:40:45,Zone-C,71.63,34.79,1040.08,58.5,0
SENS037979,2024-01-14 07:24:20,Field-South,30.57,37.38,958.83,45.51,0
SENS037980,2023-04-28 20:10:15,Zone-B,63.78,15.29,971.76,54.76,0
SENS037981,2023-03-24 22:30:58,Warehouse-2,24.52,42.5,1044.48,98.15,0
SENS037982,2023-06-06 09:43:19,Zone-D,45.61,43.75,1037.19,48.0,0
SENS037983,2024-09-30 21:02:17,Warehouse-2,40.74,25.86,1019.5,83.07,0
SENS037984,2023-06-10 14:54:31,Warehouse-1,39.78,21.63,970.79,40.77,0
SENS037985,2024-08-14 09:55:41,Field-South,-5.97,92.31,1018.26,45.95,1
SENS037986,2024-12-28 17:44:40,Zone-B,13.36,85.7,1035.2,7.05,1
SENS037987,2023-07-16 22:07:18,Zone-C,32.24,75.97,1008.82,14.62,0
SENS037988,2023-11-29 11:33:34,Warehouse-2,41.11,25.93,988.24,94.66,0
SENS037989,2023-11-13 23:06:18,Field-North,19.27,51.51,1001.06,43.38,0
SENS037990,2024-11-10 01:29:18,Warehouse-2,64.01,24.77,956.75,38.67,0
SENS037991,2024-10-11 08:27:03,Field-South,-4.03,74.32,953.92,92.82,0
SENS037992,2024-09-23 12:09:34,Zone-C,10.35,83.64,972.16,80.05,0
SENS037993,2023-04-06 20:48:37,Warehouse-1,61.29,40.69,1042.94,62.1,0
SENS037994,2023-10-08 09:16:22,Zone-D,62.29,56.97,1049.09,71.63,0
SENS037995,2023-02-03 01:26:43,Zone-D,53.91,55.03,1040.11,79.41,0
SENS037996,2023-11-01 10:53:37,Field-North,119.08,42.54,950.26,89.97,1
SENS037997,2024-01-01 00:58:31,Zone-C,49.42,54.96,1039.06,93.22,0
SENS037998,2023-10-22 17:27:22,Remote-01,30.25,50.72,952.23,54.92,0
SENS037999,2023-02-26 13:15:38,Zone-C,-5.76,75.29,986.92,75.08,0
SENS038000,2024-07-14 14:15:38,Zone-E,37.64,63.36,992.89,62.38,0
SENS038001,2024-06-04 21:52:08,Warehouse-1,2.11,62.22,1007.1,26.25,0
SENS038002,2023-04-28 21:24:14,Remote-01,-8.66,39.96,956.05,76.77,0
SENS038003,2023-06-25 10:14:14,Zone-B,69.04,67.99,965.89,77.54,0
SENS038004,2023-01-28 06:46:09,Zone-E,93.28,34.0,1041.19,15.1,1
SENS038005,2023-06-13 12:31:17,Zone-A,72.44,54.22,983.95,94.8,0
SENS038006,2024-09-19 23:52:29,Zone-C,41.82,78.54,967.82,5.88,1
SENS038007,2023-06-16 10:08:04,Warehouse-1,3.28,71.84,1044.36,79.48,0
SENS038008,2023-11-30 11:34:32,Warehouse-1,41.49,54.37,985.82,43.1,0
SENS038009,2024-07-05 06:09:02,Zone-D,5.34,30.04,1025.17,53.4,0
SENS038010,2024-06-23 17:51:06,Zone-C,76.68,73.25,984.19,84.19,0
SENS038011,2023-10-23 02:13:36,Zone-C,42.22,87.25,987.43,15.28,0
SENS038012,2023-10-13 20:39:13,Warehouse-2,28.41,18.61,991.57,57.43,0
SENS038013,2024-08-15 12:25:01,Zone-B,61.33,85.08,1010.78,60.92,0
SENS038014,2024-08-13 08:40:37,Zone-A,25.25,53.11,1014.43,54.91,0
SENS038015,2023-08-17 03:49:20,Zone-C,57.53,82.06,958.46,22.25,0
SENS038016,2023-11-28 14:12:49,Warehouse-1,5.46,86.4,1004.33,50.79,0
SENS038017,2023-02-11 15:13:15,Zone-D,74.25,84.93,980.02,10.88,0
SENS038018,2023-01-24 20:19:03,Remote-01,17.49,57.49,1028.72,47.03,0
SENS038019,2024-05-03 02:46:54,Field-North,24.39,68.65,1047.99,38.64,0
SENS038020,2023-10-20 08:55:11,Zone-E,31.12,54.11,975.82,20.82,0
SENS038021,2023-02-14 02:06:55,Zone-E,48.31,22.11,983.99,38.23,0
SENS038022,2023-02-25 06:03:44,Warehouse-1,45.95,10.94,1013.32,42.15,0
SENS038023,2024-11-30 22:24:23,Field-South,14.3,23.19,1027.26,5.41,1
SENS038024,2024-01-25 10:41:56,Field-South,22.47,31.03,991.0,15.03,0
SENS038025,2024-11-20 08:14:12,Remote-01,9.26,79.67,962.37,59.63,0
SENS038026,2024-10-06 02:20:38,Zone-E,-5.41,21.59,968.98,68.09,0
SENS038027,2024-09-13 13:45:09,Zone-C,4.41,25.18,984.13,61.16,0
SENS038028,2024-02-21 16:05:15,Zone-A,94.17,93.23,1005.18,58.07,1
SENS038029,2024-03-22 19:26:27,Zone-D,19.23,13.47,1034.03,6.52,1
SENS038030,2023-06-09 14:38:19,Warehouse-1,16.61,46.72,1022.1,96.93,0
SENS038031,2024-09-20 07:17:46,Zone-A,-8.52,89.43,970.39,33.32,0
SENS038032,2023-10-04 04:13:04,Warehouse-2,73.49,19.05,1000.4,98.83,0
SENS038033,2023-11-03 16:47:13,Warehouse-1,-1.47,62.29,961.2,66.85,0
SENS038034,2024-01-12 18:51:09,Zone-E,34.58,76.06,1023.07,64.83,0
SENS038035,2024-08-20 00:10:22,Field-South,40.06,72.9,1027.23,81.0,0
SENS038036,2023-03-02 05:07:16,Zone-D,-6.81,85.44,1010.98,8.86,1
SENS038037,2023-08-26 22:16:41,Field-North,60.6,87.36,1044.88,32.91,0
SENS038038,2024-04-27 14:09:10,Zone-A,53.43,72.74,959.31,57.15,0
SENS038039,2024-10-03 14:57:01,Zone-E,46.59,94.96,1013.54,58.82,1
SENS038040,2023-09-11 16:10:58,Warehouse-1,68.93,60.94,1011.12,31.12,0
SENS038041,2024-06-24 13:33:19,Warehouse-2,37.43,55.27,971.77,20.43,0
SENS038042,2024-09-12 23:07:24,Remote-01,-4.44,16.88,1003.02,30.25,0
SENS038043,2024-08-09 15:06:50,Zone-C,30.34,41.61,950.69,43.18,0
SENS038044,2024-09-25 20:38:20,Warehouse-1,9.12,65.57,1039.34,31.56,0
SENS038045,2023-05-21 12:51:52,Field-North,12.23,36.92,1009.28,7.07,1
SENS038046,2023-01-29 11:51:26,Remote-01,34.68,15.99,996.13,98.76,0
SENS038047,2023-11-13 00:26:52,Field-South,-9.99,90.42,958.58,43.41,1
